formula,avg_Atomic_Radius,avg_Pauling_Electronegativity,avg_number_of_valence_electrons,avg_Cohesive_energy_ev_atom,avg_Bulk_modulus_RT_Gpa,avg_Elastic_modulus_RT_Gpa,avg_Shear_modulus_RT_Gpa,avg_Melting_point_(K),avg_rate_shear_mod_Mpa_perK,avg_Solid_Solubility_atpct,avg_lattice_constant_A,avg_BEC_percm3,avg_Av.Valence_bond_strength_ev,avg_EngelZ_e/a,range_Atomic_Radius,range_Pauling_Electronegativity,range_number_of_valence_electrons,range_Cohesive_energy_ev_atom,range_Bulk_modulus_RT_Gpa,range_Elastic_modulus_RT_Gpa,range_Shear_modulus_RT_Gpa,range_Melting_point_(K),range_rate_shear_mod_Mpa_perK,range_Solid_Solubility_atpct,range_lattice_constant_A,range_BEC_percm3,range_Av.Valence_bond_strength_ev,range_EngelZ_e/a,var_Atomic_Radius,var_Pauling_Electronegativity,var_number_of_valence_electrons,var_Cohesive_energy_ev_atom,var_Bulk_modulus_RT_Gpa,var_Elastic_modulus_RT_Gpa,var_Shear_modulus_RT_Gpa,var_Melting_point_(K),var_rate_shear_mod_Mpa_perK,var_Solid_Solubility_atpct,var_lattice_constant_A,var_BEC_percm3,var_Av.Valence_bond_strength_ev,var_EngelZ_e/a,Temp,hardness,concat_text
Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.097,1.4791375076734192,1.7033793738489873,6.713014119091467,3.7323603437691837,133.50951503990177,169.43707796193982,68.20093363101279,1511.1622774708412,-21.28872344,20.72727272727273,4.91780233271946,4.429447513812155e-21,1.9803170656844689,5.483118477593616,0.5800000000000001,0.3699999999999999,7.0,1.9299999999999997,104.0,141.0,89.0,1000.0000000000001,8.737094040000002,20.0,6.0200000000000005,3.75e-21,1.5330000000000001,3.8,0.036760000000000015,0.02329599999999999,6.640000000000001,0.506024,1501.76,3135.2,774.888888888889,124085.84000000004,11.484732370025231,65.21225,5.096944000000001,2.6277760000000002e-42,0.2802637600000001,2.0576000000000003,25.0,495.0,"
    Formula: Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.097
    avg_Atomic_Radius: 1.4791375076734192
    avg_Pauling_Electronegativity: 1.7033793738489873
    avg_number_of_valence_electrons: 6.713014119091467
    avg_Cohesive_energy_ev_atom: 3.7323603437691837
    avg_Bulk_modulus_RT_Gpa: 133.50951503990177
    avg_Elastic_modulus_RT_Gpa: 169.43707796193982
    avg_Melting_point_(K): 1511.1622774708412
    avg_lattice_constant_A: 4.91780233271946
    avg_BEC_percm3: 4.429447513812155e-21
    avg_Av.Valence_bond_strength_ev: 1.9803170656844689
    avg_EngelZ_e/a: 5.483118477593616
    Temperature: 25.0
    "
Al0.774 Fe1 Mn0.903 Ni0.484,1.4705188231572288,1.7083929136349256,6.7962670041126225,3.6980639038279026,134.2309395760835,171.07687440683327,68.20093363101279,1498.2129547611517,-21.28872344,20.72727272727273,4.9781872825055355,4.496633976589687e-21,1.9511746282821891,5.528630180322683,0.43000000000000016,0.3599999999999999,7.0,1.5200000000000005,104.0,141.0,89.0,875.0000000000001,8.737094040000002,20.0,6.0200000000000005,3.75e-21,1.0970000000000002,3.8,0.02795000000000002,0.022274999999999986,6.5,0.3938187500000002,1736.75,3341.1875,774.888888888889,116913.50000000003,11.484732370025231,65.21225,5.662418750000001,2.3364187500000004e-42,0.18343325000000002,2.18,25.0,330.0,"
    Formula: Al0.774 Fe1 Mn0.903 Ni0.484
    avg_Atomic_Radius: 1.4705188231572288
    avg_Pauling_Electronegativity: 1.7083929136349256
    avg_number_of_valence_electrons: 6.7962670041126225
    avg_Cohesive_energy_ev_atom: 3.6980639038279026
    avg_Bulk_modulus_RT_Gpa: 134.2309395760835
    avg_Elastic_modulus_RT_Gpa: 171.07687440683327
    avg_Melting_point_(K): 1498.2129547611517
    avg_lattice_constant_A: 4.9781872825055355
    avg_BEC_percm3: 4.496633976589687e-21
    avg_Av.Valence_bond_strength_ev: 1.9511746282821891
    avg_EngelZ_e/a: 5.528630180322683
    Temperature: 25.0
    "
Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.026,1.472880451835582,1.7070191402572956,6.773454659554441,3.707461562598055,134.0332601192344,170.62754941951678,68.20093363101279,1501.76123313461,-21.28872344,20.72727272727273,4.961641041732037,4.4782240351427686e-21,1.9591600251019767,5.516159397552558,0.5800000000000001,0.3699999999999999,7.0,1.9299999999999997,104.0,141.0,89.0,1000.0000000000001,8.737094040000002,20.0,6.0200000000000005,3.75e-21,1.5330000000000001,3.8,0.036760000000000015,0.02329599999999999,6.640000000000001,0.506024,1501.76,3135.2,774.888888888889,124085.84000000004,11.484732370025231,65.21225,5.096944000000001,2.6277760000000002e-42,0.2802637600000001,2.0576000000000003,25.0,330.0,"
    Formula: Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.026
    avg_Atomic_Radius: 1.472880451835582
    avg_Pauling_Electronegativity: 1.7070191402572956
    avg_number_of_valence_electrons: 6.773454659554441
    avg_Cohesive_energy_ev_atom: 3.707461562598055
    avg_Bulk_modulus_RT_Gpa: 134.0332601192344
    avg_Elastic_modulus_RT_Gpa: 170.62754941951678
    avg_Melting_point_(K): 1501.76123313461
    avg_lattice_constant_A: 4.961641041732037
    avg_BEC_percm3: 4.4782240351427686e-21
    avg_Av.Valence_bond_strength_ev: 1.9591600251019767
    avg_EngelZ_e/a: 5.516159397552558
    Temperature: 25.0
    "
Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.097,1.4791375076734192,1.7033793738489873,6.713014119091467,3.7323603437691837,133.50951503990177,169.43707796193982,68.20093363101279,1511.1622774708412,-21.28872344,20.72727272727273,4.91780233271946,4.429447513812155e-21,1.9803170656844689,5.483118477593616,0.5800000000000001,0.3699999999999999,7.0,1.9299999999999997,104.0,141.0,89.0,1000.0000000000001,8.737094040000002,20.0,6.0200000000000005,3.75e-21,1.5330000000000001,3.8,0.036760000000000015,0.02329599999999999,6.640000000000001,0.506024,1501.76,3135.2,774.888888888889,124085.84000000004,11.484732370025231,65.21225,5.096944000000001,2.6277760000000002e-42,0.2802637600000001,2.0576000000000003,25.0,490.0,"
    Formula: Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.097
    avg_Atomic_Radius: 1.4791375076734192
    avg_Pauling_Electronegativity: 1.7033793738489873
    avg_number_of_valence_electrons: 6.713014119091467
    avg_Cohesive_energy_ev_atom: 3.7323603437691837
    avg_Bulk_modulus_RT_Gpa: 133.50951503990177
    avg_Elastic_modulus_RT_Gpa: 169.43707796193982
    avg_Melting_point_(K): 1511.1622774708412
    avg_lattice_constant_A: 4.91780233271946
    avg_BEC_percm3: 4.429447513812155e-21
    avg_Av.Valence_bond_strength_ev: 1.9803170656844689
    avg_EngelZ_e/a: 5.483118477593616
    Temperature: 25.0
    "
Co1 Cr1 Fe1 Mn1 Ni1,1.5680000000000003,1.766,8.0,4.026000000000001,162.0,219.4,68.20093363101279,1789.9500000000003,-21.28872344,20.72727272727273,4.134,5.260000000000002e-21,2.0276,6.120000000000001,0.16999999999999993,0.3599999999999999,4.0,1.5200000000000005,60.0,81.0,89.0,613.0,8.737094040000002,20.0,6.380000000000001,6.999999999999999e-22,0.9570000000000001,1.3999999999999995,0.0037359999999999984,0.019143999999999994,2.0,0.31942400000000004,496.0,913.0400000000002,774.888888888889,39006.56000000001,11.484732370025231,65.21225,5.760824000000001,7.007999999999996e-44,0.13144744000000003,0.21759999999999988,25.0,435.0,"
    Formula: Co1 Cr1 Fe1 Mn1 Ni1
    avg_Atomic_Radius: 1.5680000000000003
    avg_Pauling_Electronegativity: 1.766
    avg_number_of_valence_electrons: 8.0
    avg_Cohesive_energy_ev_atom: 4.026000000000001
    avg_Bulk_modulus_RT_Gpa: 162.0
    avg_Elastic_modulus_RT_Gpa: 219.4
    avg_Melting_point_(K): 1789.9500000000003
    avg_lattice_constant_A: 4.134
    avg_BEC_percm3: 5.260000000000002e-21
    avg_Av.Valence_bond_strength_ev: 2.0276
    avg_EngelZ_e/a: 6.120000000000001
    Temperature: 25.0
    "
Al0.5 Cr1 Cu1 Fe1 Ni1,1.5,1.801111111111111,8.11111111111111,4.001111111111111,152.88888888888889,190.0,74.22222222222221,1663.8166666666666,-22.88331568,12.11111111111111,3.312222222222222,4.3944444444444445e-21,2.2388888888888885,5.2,0.48,0.2999999999999998,8.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.1799999999999997,3.63e-21,0.6430000000000002,3.4000000000000004,0.025816000000000006,0.015415999999999989,8.24,0.17924,1372.16,5148.4,924.64,168804.64,4.864243370591835,64.2864,0.20626399999999992,1.7638640000000006e-42,0.047278640000000025,1.5856000000000006,25.0,226.0,"
    Formula: Al0.5 Cr1 Cu1 Fe1 Ni1
    avg_Atomic_Radius: 1.5
    avg_Pauling_Electronegativity: 1.801111111111111
    avg_number_of_valence_electrons: 8.11111111111111
    avg_Cohesive_energy_ev_atom: 4.001111111111111
    avg_Bulk_modulus_RT_Gpa: 152.88888888888889
    avg_Elastic_modulus_RT_Gpa: 190.0
    avg_Melting_point_(K): 1663.8166666666666
    avg_lattice_constant_A: 3.312222222222222
    avg_BEC_percm3: 4.3944444444444445e-21
    avg_Av.Valence_bond_strength_ev: 2.2388888888888885
    avg_EngelZ_e/a: 5.2
    Temperature: 25.0
    "
Al0.5 Cr1 Cu1 Fe1 Ni1,1.5,1.801111111111111,8.11111111111111,4.001111111111111,152.88888888888889,190.0,74.22222222222221,1663.8166666666666,-22.88331568,12.11111111111111,3.312222222222222,4.3944444444444445e-21,2.2388888888888885,5.2,0.48,0.2999999999999998,8.0,1.0500000000000003,104.0,209.0,89.0,1197.0,6.253642030000002,20.0,1.1799999999999997,3.63e-21,0.6430000000000002,3.4000000000000004,0.025816000000000006,0.015415999999999989,8.24,0.17924,1372.16,5148.4,924.64,168804.64,4.864243370591835,64.2864,0.20626399999999992,1.7638640000000006e-42,0.047278640000000025,1.5856000000000006,25.0,287.0,"
    Formula: Al0.5 Cr1 Cu1 Fe1 Ni1
    avg_Atomic_Radius: 1.5
    avg_Pauling_Electronegativity: 1.801111111111111
    avg_number_of_valence_electrons: 8.11111111111111
    avg_Cohesive_energy_ev_atom: 4.001111111111111
    avg_Bulk_modulus_RT_Gpa: 152.88888888888889
    avg_Elastic_modulus_RT_Gpa: 190.0
    avg_Melting_point_(K): 1663.8166666666666
    avg_lattice_constant_A: 3.312222222222222
    avg_BEC_percm3: 4.3944444444444445e-21
    avg_Av.Valence_bond_strength_ev: 2.2388888888888885
    avg_EngelZ_e/a: 5.2
    Temperature: 25.0
    "
C0.111 Co1 Cr1 Fe1 Ni1 W0.111,1.543960208432023,1.8533893889152062,8.07910942681194,4.504019422074847,172.44741828517294,224.46342965419234,86.9605637138797,1952.9811226906681,-22.863426206847233,13.282141165324493,2.9670843202273804,5.198145428706775e-21,2.3318872572240648,5.90004737091426,1.2599999999999998,0.8899999999999999,6.0,4.800000000000001,277.0,383.4,149.5,1957.0,24.766342801,95.0,1.06,3.2900000000000006e-21,3.292,2.4000000000000004,0.14978055555555556,0.0988472222222222,4.138888888888888,3.4704333333333337,6440.138888888888,12921.688888888888,2041.6458333333333,739958.138888889,68.61067340484823,1176.3188888888888,0.1414916666666667,9.555472222222226e-43,1.7644651388888886,0.6188888888888888,25.0,475.0,"
    Formula: C0.111 Co1 Cr1 Fe1 Ni1 W0.111
    avg_Atomic_Radius: 1.543960208432023
    avg_Pauling_Electronegativity: 1.8533893889152062
    avg_number_of_valence_electrons: 8.07910942681194
    avg_Cohesive_energy_ev_atom: 4.504019422074847
    avg_Bulk_modulus_RT_Gpa: 172.44741828517294
    avg_Elastic_modulus_RT_Gpa: 224.46342965419234
    avg_Melting_point_(K): 1952.9811226906681
    avg_lattice_constant_A: 2.9670843202273804
    avg_BEC_percm3: 5.198145428706775e-21
    avg_Av.Valence_bond_strength_ev: 2.3318872572240648
    avg_EngelZ_e/a: 5.90004737091426
    Temperature: 25.0
    "
C0.429 Co1 Cr1 Fe1 Ni1 W0.429,1.512021407986826,1.9321510909839439,7.6759983532317815,4.9793804034582125,172.32338410868667,223.7874433923425,86.86753808151502,2176.676759983532,-21.08363877994051,18.42955948950185,3.0191786743515845,5.229153972828326e-21,2.6777875668999584,5.782214903252367,1.2599999999999998,0.8899999999999999,6.0,4.800000000000001,277.0,383.4,149.5,1957.0,24.766342801,95.0,1.06,3.2900000000000006e-21,3.292,2.4000000000000004,0.14978055555555556,0.0988472222222222,4.138888888888888,3.4704333333333337,6440.138888888888,12921.688888888888,2041.6458333333333,739958.138888889,68.61067340484823,1176.3188888888888,0.1414916666666667,9.555472222222226e-43,1.7644651388888886,0.6188888888888888,25.0,531.0,"
    Formula: C0.429 Co1 Cr1 Fe1 Ni1 W0.429
    avg_Atomic_Radius: 1.512021407986826
    avg_Pauling_Electronegativity: 1.9321510909839439
    avg_number_of_valence_electrons: 7.6759983532317815
    avg_Cohesive_energy_ev_atom: 4.9793804034582125
    avg_Bulk_modulus_RT_Gpa: 172.32338410868667
    avg_Elastic_modulus_RT_Gpa: 223.7874433923425
    avg_Melting_point_(K): 2176.676759983532
    avg_lattice_constant_A: 3.0191786743515845
    avg_BEC_percm3: 5.229153972828326e-21
    avg_Av.Valence_bond_strength_ev: 2.6777875668999584
    avg_EngelZ_e/a: 5.782214903252367
    Temperature: 25.0
    "
Al0.267 Co1 Cr0.667 Fe0.667 Ni0.667 Ti0.2,1.53651384083045,1.7934457900807383,7.672722029988466,4.272223183391004,162.18627450980395,205.05190311418687,78.67156862745098,1782.617993079585,-22.46382549066032,16.324365628604383,2.9885928489042675,4.775965974625144e-21,2.2545389273356404,5.615224913494811,0.5800000000000001,0.3699999999999999,7.0,1.4599999999999995,104.0,209.0,89.0,1197.0,14.622878590000001,95.0,1.54,3.63e-21,1.0790000000000002,3.4000000000000004,0.03248055555555556,0.019980555555555543,6.555555555555556,0.19638055555555547,1546.6666666666667,4699.13888888889,806.888888888889,140473.5555555556,21.630502515735937,1110.398888888889,0.25756666666666667,2.274080555555556e-42,0.1041948055555556,1.5022222222222226,25.0,515.0,"
    Formula: Al0.267 Co1 Cr0.667 Fe0.667 Ni0.667 Ti0.2
    avg_Atomic_Radius: 1.53651384083045
    avg_Pauling_Electronegativity: 1.7934457900807383
    avg_number_of_valence_electrons: 7.672722029988466
    avg_Cohesive_energy_ev_atom: 4.272223183391004
    avg_Bulk_modulus_RT_Gpa: 162.18627450980395
    avg_Elastic_modulus_RT_Gpa: 205.05190311418687
    avg_Melting_point_(K): 1782.617993079585
    avg_lattice_constant_A: 2.9885928489042675
    avg_BEC_percm3: 4.775965974625144e-21
    avg_Av.Valence_bond_strength_ev: 2.2545389273356404
    avg_EngelZ_e/a: 5.615224913494811
    Temperature: 25.0
    "
Al1 Nb1 Ti1 Zr1,1.745,1.52,4.0,5.515000000000001,111.75,89.75,35.25,1933.15,-11.183925065,79.9,3.3825000000000003,2.13e-21,3.1050000000000004,4.0,0.8800000000000001,0.28,2.0,4.18,94.0,48.0,18.0,1808.0,13.686711702,80.4,1.0999999999999996,1.0300000000000001e-21,1.4779999999999998,2.0,0.11847500000000002,0.012750000000000001,0.5,2.430275,1276.1875,446.1875,43.6875,422432.00000000006,28.349371587303015,1212.0300000000002,0.1656687499999999,1.6675000000000004e-43,0.2905489999999999,0.5,25.0,422.0,"
    Formula: Al1 Nb1 Ti1 Zr1
    avg_Atomic_Radius: 1.745
    avg_Pauling_Electronegativity: 1.52
    avg_number_of_valence_electrons: 4.0
    avg_Cohesive_energy_ev_atom: 5.515000000000001
    avg_Bulk_modulus_RT_Gpa: 111.75
    avg_Elastic_modulus_RT_Gpa: 89.75
    avg_Melting_point_(K): 1933.15
    avg_lattice_constant_A: 3.3825000000000003
    avg_BEC_percm3: 2.13e-21
    avg_Av.Valence_bond_strength_ev: 3.1050000000000004
    avg_EngelZ_e/a: 4.0
    Temperature: 25.0
    "
Al1 Nb1 Ti1 Zr1,1.745,1.52,4.0,5.515000000000001,111.75,89.75,35.25,1933.15,-11.183925065,79.9,3.3825000000000003,2.13e-21,3.1050000000000004,4.0,0.8800000000000001,0.28,2.0,4.18,94.0,48.0,18.0,1808.0,13.686711702,80.4,1.0999999999999996,1.0300000000000001e-21,1.4779999999999998,2.0,0.11847500000000002,0.012750000000000001,0.5,2.430275,1276.1875,446.1875,43.6875,422432.00000000006,28.349371587303015,1212.0300000000002,0.1656687499999999,1.6675000000000004e-43,0.2905489999999999,0.5,25.0,418.0,"
    Formula: Al1 Nb1 Ti1 Zr1
    avg_Atomic_Radius: 1.745
    avg_Pauling_Electronegativity: 1.52
    avg_number_of_valence_electrons: 4.0
    avg_Cohesive_energy_ev_atom: 5.515000000000001
    avg_Bulk_modulus_RT_Gpa: 111.75
    avg_Elastic_modulus_RT_Gpa: 89.75
    avg_Melting_point_(K): 1933.15
    avg_lattice_constant_A: 3.3825000000000003
    avg_BEC_percm3: 2.13e-21
    avg_Av.Valence_bond_strength_ev: 3.1050000000000004
    avg_EngelZ_e/a: 4.0
    Temperature: 25.0
    "
Al1 Nb1 Ti1 Zr1,1.745,1.52,4.0,5.515000000000001,111.75,89.75,35.25,1933.15,-11.183925065,79.9,3.3825000000000003,2.13e-21,3.1050000000000004,4.0,0.8800000000000001,0.28,2.0,4.18,94.0,48.0,18.0,1808.0,13.686711702,80.4,1.0999999999999996,1.0300000000000001e-21,1.4779999999999998,2.0,0.11847500000000002,0.012750000000000001,0.5,2.430275,1276.1875,446.1875,43.6875,422432.00000000006,28.349371587303015,1212.0300000000002,0.1656687499999999,1.6675000000000004e-43,0.2905489999999999,0.5,25.0,539.6,"
    Formula: Al1 Nb1 Ti1 Zr1
    avg_Atomic_Radius: 1.745
    avg_Pauling_Electronegativity: 1.52
    avg_number_of_valence_electrons: 4.0
    avg_Cohesive_energy_ev_atom: 5.515000000000001
    avg_Bulk_modulus_RT_Gpa: 111.75
    avg_Elastic_modulus_RT_Gpa: 89.75
    avg_Melting_point_(K): 1933.15
    avg_lattice_constant_A: 3.3825000000000003
    avg_BEC_percm3: 2.13e-21
    avg_Av.Valence_bond_strength_ev: 3.1050000000000004
    avg_EngelZ_e/a: 4.0
    Temperature: 25.0
    "
Nb1 Ti1 V1 Zr1,1.8775,1.525,4.5,5.995,132.75,104.25,40.5,2240.65,-8.84475274,100.0,3.125,2.5800000000000004e-21,3.17875,4.5,0.3500000000000001,0.2999999999999998,1.0,2.7200000000000006,79.0,60.0,14.0,808.0,5.317475142,0.0,0.34999999999999964,1.8900000000000004e-21,1.1829999999999998,1.0,0.021418750000000007,0.013724999999999992,0.25,1.0814750000000006,1097.6875,504.1875,29.25,91100.75,4.610732952912336,0.0,0.020824999999999965,4.8625000000000016e-43,0.21674368749999992,0.25,25.0,335.0,"
    Formula: Nb1 Ti1 V1 Zr1
    avg_Atomic_Radius: 1.8775
    avg_Pauling_Electronegativity: 1.525
    avg_number_of_valence_electrons: 4.5
    avg_Cohesive_energy_ev_atom: 5.995
    avg_Bulk_modulus_RT_Gpa: 132.75
    avg_Elastic_modulus_RT_Gpa: 104.25
    avg_Melting_point_(K): 2240.65
    avg_lattice_constant_A: 3.125
    avg_BEC_percm3: 2.5800000000000004e-21
    avg_Av.Valence_bond_strength_ev: 3.17875
    avg_EngelZ_e/a: 4.5
    Temperature: 25.0
    "
Cr1 Nb1 Ti1 Zr1,1.8649999999999998,1.5325,4.75,5.6925,132.75,142.0,57.5,2232.4,-12.7473355725,81.25,3.09,2.9375000000000005e-21,3.0700000000000003,4.75,0.40000000000000013,0.32999999999999985,2.0,3.4700000000000006,79.0,211.0,82.0,808.0,19.940353732000002,75.0,0.41999999999999993,3.3200000000000006e-21,1.6179999999999999,2.0,0.02607500000000001,0.01546874999999999,0.6875,1.7704187500000006,1097.6875,6572.5,1117.25,92583.6875,62.51935824043956,1054.6875,0.031849999999999976,1.6061187500000006e-42,0.3369939999999999,0.6875,25.0,418.0,"
    Formula: Cr1 Nb1 Ti1 Zr1
    avg_Atomic_Radius: 1.8649999999999998
    avg_Pauling_Electronegativity: 1.5325
    avg_number_of_valence_electrons: 4.75
    avg_Cohesive_energy_ev_atom: 5.6925
    avg_Bulk_modulus_RT_Gpa: 132.75
    avg_Elastic_modulus_RT_Gpa: 142.0
    avg_Melting_point_(K): 2232.4
    avg_lattice_constant_A: 3.09
    avg_BEC_percm3: 2.9375000000000005e-21
    avg_Av.Valence_bond_strength_ev: 3.0700000000000003
    avg_EngelZ_e/a: 4.75
    Temperature: 25.0
    "
Al1 Cr1 Fe1 Mo0.5 Ni1,1.52,1.7977777777777777,6.666666666666667,4.359999999999999,155.77777777777777,205.44444444444446,68.66666666666667,1787.2611111111112,-20.822559359555555,24.155555555555555,3.3099999999999996,4.237777777777778e-21,2.497444444444444,5.28888888888889,0.72,0.55,7.0,3.43,154.0,259.0,95.0,1957.0,23.042646454,95.0,1.1799999999999997,3.63e-21,2.58,3.4000000000000004,0.05497599999999999,0.03850400000000001,5.4399999999999995,1.3540640000000002,2480.96,7663.76,1289.76,401359.04000000004,68.41988266278452,1215.9664,0.19890399999999997,1.7040960000000008e-42,0.8040533599999999,1.4944000000000002,25.0,623.7,"
    Formula: Al1 Cr1 Fe1 Mo0.5 Ni1
    avg_Atomic_Radius: 1.52
    avg_Pauling_Electronegativity: 1.7977777777777777
    avg_number_of_valence_electrons: 6.666666666666667
    avg_Cohesive_energy_ev_atom: 4.359999999999999
    avg_Bulk_modulus_RT_Gpa: 155.77777777777777
    avg_Elastic_modulus_RT_Gpa: 205.44444444444446
    avg_Melting_point_(K): 1787.2611111111112
    avg_lattice_constant_A: 3.3099999999999996
    avg_BEC_percm3: 4.237777777777778e-21
    avg_Av.Valence_bond_strength_ev: 2.497444444444444
    avg_EngelZ_e/a: 5.28888888888889
    Temperature: 25.0
    "
Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.25,1.5326315789473683,1.7842105263157892,6.526315789473684,4.38578947368421,153.36842105263156,200.73684210526315,67.36842105263158,1794.9394736842105,-20.326508890105263,28.147368421052633,3.291052631578947,4.132631578947369e-21,2.5202105263157897,5.221052631578947,0.72,0.6200000000000001,7.0,3.43,154.0,259.0,95.0,1957.0,23.042646454,95.0,1.1799999999999997,3.63e-21,2.58,3.4000000000000004,0.05148055555555555,0.044091666666666675,5.472222222222222,1.1366555555555558,2460.5555555555557,7825.805555555555,1129.25,334641.88888888893,65.12448971926023,1660.4480555555558,0.18218888888888882,1.9525472222222228e-42,0.6779912222222223,1.5022222222222226,25.0,712.0,"
    Formula: Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.25
    avg_Atomic_Radius: 1.5326315789473683
    avg_Pauling_Electronegativity: 1.7842105263157892
    avg_number_of_valence_electrons: 6.526315789473684
    avg_Cohesive_energy_ev_atom: 4.38578947368421
    avg_Bulk_modulus_RT_Gpa: 153.36842105263156
    avg_Elastic_modulus_RT_Gpa: 200.73684210526315
    avg_Melting_point_(K): 1794.9394736842105
    avg_lattice_constant_A: 3.291052631578947
    avg_BEC_percm3: 4.132631578947369e-21
    avg_Av.Valence_bond_strength_ev: 2.5202105263157897
    avg_EngelZ_e/a: 5.221052631578947
    Temperature: 25.0
    "
Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.4,1.5395918367346937,1.776734693877551,6.448979591836735,4.3999999999999995,152.0408163265306,198.1428571428571,66.65306122448978,1799.1704081632654,-20.053174957959182,30.346938775510203,3.2806122448979584,4.07469387755102e-21,2.5327551020408157,5.183673469387754,0.72,0.6200000000000001,7.0,3.43,154.0,259.0,95.0,1957.0,23.042646454,95.0,1.1799999999999997,3.63e-21,2.58,3.4000000000000004,0.05148055555555555,0.044091666666666675,5.472222222222222,1.1366555555555558,2460.5555555555557,7825.805555555555,1129.25,334641.88888888893,65.12448971926023,1660.4480555555558,0.18218888888888882,1.9525472222222228e-42,0.6779912222222223,1.5022222222222226,25.0,731.9,"
    Formula: Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.4
    avg_Atomic_Radius: 1.5395918367346937
    avg_Pauling_Electronegativity: 1.776734693877551
    avg_number_of_valence_electrons: 6.448979591836735
    avg_Cohesive_energy_ev_atom: 4.3999999999999995
    avg_Bulk_modulus_RT_Gpa: 152.0408163265306
    avg_Elastic_modulus_RT_Gpa: 198.1428571428571
    avg_Melting_point_(K): 1799.1704081632654
    avg_lattice_constant_A: 3.2806122448979584
    avg_BEC_percm3: 4.07469387755102e-21
    avg_Av.Valence_bond_strength_ev: 2.5327551020408157
    avg_EngelZ_e/a: 5.183673469387754
    Temperature: 25.0
    "
